,Review,tokens,Class
334,"Ir a La Habana sin visitar la bodeguita del medio, no tiene sentido, un bar acogedor, temático y romántico en el que se pueden deleitar con el mejor  mojito de Cuba. Además de una buena música y mucha historia...realmente vale la pena visitarlo!",habana visitar bodeguita medio bar acogedor tematico romantico deleitar mejor mojito cuba ademo buen musica historia realmente valer pena visitar,5
335,"Empezare por lo bueno. Las camas son muy grandes y confortables. El desayuno es muy variado y rico. La habitación es muy amplia y luminosa. Nuestra estancia se dividió en dos ya que fuimos a los cayos. En la planta  preciosas vistas al malecón, y en la  preciosas vistas a La Habana. En cuanto al resto,  el lobby está bien, y en la planta  hay fiestas con música en directo los miércoles. En cuanto a lo malo; Los pasillos tienen una moqueta muy vieja y humedades en las paredes. Las habitaciones tienen un mobiliario viejo y que por la humedad está dilatado, las puertas del baño también. La bañera repintada y vieja, el espejo con desconchones. De los seis ascensores funcionaban dos y el día que nos íbamos se rompió otro y en el que si funcionaba no había luz, y los botones no…",empezar buen cama grande confortable desayuno variado rico amplio luminoso estancia dividir cayo planta precioso visto malecon precioso vistas habana cuanto resto lobby bien planta fiesta musica directo miercoles cuanto malo pasillo moqueta viejo humedades pared mobiliario viejo humedad dilatado puerta bano tambien banera repintado viejo espejo desconchón seis ascensor funcionar romper si funcionar luz botón,3
336,"Visité el cerro Monserrate en mayo  del , si van en vehículo propio hay parqueaderos al lado de la entrada al cerro (No son costosos), debes hacer una fila para comprar tu tiquete y otra para ingresar (Puedes pagar con tarjeta). una vez ingresas, puedes ingresar por el teleférico, el tranvía o a pie. El teleférico tiene horarios de uso pero el tranvía funciona todo el tiempo, si optan por el tranvía les recomiendo ubicarse al frente para tener la mejor vista al subir y bajar. Hay una zona de souvenirs donde pueden comprar recuerdos y hay lugares donde comer también, sin mencionar obviamente la vista para unas increíbles fotos.",visitar cerro monserrate mayo si vehiculo propio parqueadero lado entrada cerro costoso deber fila comprar tiquete ingresar pagar tarjeta vez ingresar ingresar teleferico tranvia pie teleferico horario uso tranvia funcionar tiempo si optar tranvia recomer ubicar frente mejor subir bajar zona souvenir comprar recuerdo comer tambien mencionar obviamente increible foto,4
337,"Excelente atención recibida, la comida super deliciosa, la atención de juan Carlos muy esmerada, en el lobby a isaias. La srta yoemi,muy atenta y destaco la atención de jeison, quien nos ayudó mucho. Sin duda volveremos",excelente atencion recibido super delicioso atencion juan car esmerado lobby isaia srta yoemi atento destacar atencion jeison ayudo duda volver,5
338,"Las instalaciones muy bonitas y limpias la atención del personal de la misma manera me encanto!! Las promociones del mismo hotel muy buenas, el desayuno buffet con mucha variedad de alimentos, la atención del personal excelente y los dibujos increibles",instalación bonito limpio atencion personal mismo manera encanto promoción mismo buen desayuno buffet variedad alimento atencion personal excelente dibujo increible,5
339,"Muy buena comida, muy buena musica, servicio me quedo mal, lo mas molesto el tipo de gente que hay, primera vez en un restaurante ""supuestamente bien"" en san pedro que me tocan weyes con prostitutas en la mesa de alado. Se exceden lo que dejan...Más",buen buen musica servicio quedar mal molesto tipo gente primero vez restaurante supuestamente bien san pedro tocar wey prostituta mesa alado exceder dejar ma,2
340,"Fue una muy linda experiencia, ya que hicimos el tour con guía particular y nos enteramos de toda la historia de este impactante castillo y teniendo en cuenta los años que tiene, nos sorprendió, con la inteligencia que fue construido ( por los españoles ) pensando en las invasiones inglesas; los túneles todos conectados, los huecos con eco para avisar con un solo grito a todos los soldados del castillo. Cosejo importante,si toca día de sol, que no falte sombrero o gorra y agua. te venden en la entreda, como siempre negociar precio. En fin, les podría contar mucho mas, pero prefiero que hagan la visita y se sorprendan.",lindo experiencia tour guia particular enterar historia impactante castillo cuenta ano sorprender inteligencia construido espanol pensar invasión inglés tunel conectado hueco eco avisar solo grito soldado castillo cosejo importante si tocar sol faltar sombrero gorra agua vender entreda siempre negociar precio fin contar preferir visita sorprender,4
341,"Es increible que un hotel de la cadena Posadas cuente con recepcionistas que no tengan actitud de servicio. El recepcionista de la tarde (ni siquiera para saber su nombre ya que no contaba con gafete) nos dijo que no tenían habitaciones con dos camas, sin embargo me dijo que me podía colocar una cama extra de tamaño MATRIMONIAL sin costo, al subir la cama adicional me percato que es tamaño individual, a lo que el joven solo se limitó a decir ""es el único tamaño que tenemos, pero le podemos subir una segunda cama"", ya se imaginarán, si de por si los cuartos son pequeños añadir  camas hace que no puedas ni abrir la puerta de lo ajustado que quedas. Para acabar y simplemente para acabar... el mismo joven tenía aliento alcohólico !....  Pésima imagen del hotel. Ojalá que el_x_",increible cadena posado contar recepcionista actitud servicio recepcionista tarde siquiera saber nombre contar gafete cama embargo colocar cama extra tamano matrimonial costo subir cama adicional percatar tamano individual joven solo limitar unico tamano subir segundo cama imaginar si si cuarto pequeno anadir cama abrir puerta ajustado quedar acabar simplemente acabar mismo joven aliento alcoholico pesimo imagen ojala el_x _,2
342,"Si estás en la plaza, pasear en el palacio del gobernador y mirar. El edificio en sí es interesante, y los murales contar una historia convincente de la gente Maya. En algunos lugares me sentí los murales le restaron valor a la arquitectura del edificio. Son sin duda de un estilo diferente. En un segundo piso habitación preparativos con miras a un evento, y por alguna razón la gente sorround pensamos que la música era necesario explosión dolorosos en los niveles de decibelios.",si plaza pasear palacio gobernador mirar edificio si interesante mural contar historia convincente gente maya sentir mural restar valor arquitectura edificio duda estilo diferente segundo piso preparativo miras evento razon gente sorround pensar musica necesario explosion doloroso nivel decibelio,4
343,"Muy buen ambiente, buen sabor y excelentes recomendaciones. Ideal para todo tipo de reunión, ya sea en familia, negocios o amigos. Muy recomendado.",buen ambiente buen sabor excelente recomendación ideal tipo reunion familia negocio amigo recomendado,5
344,"casi no vamos a Chichen Itza porque habíamos estado en varias otras ruinas mayas. Nuestros amigos dijeron que viven en Tulum que teníamos que ir. Estoy muy contenta de haberlo hecho. Llegamos allí cuando inauguró el parque. Es el momento perfecto. Esto fue un poco extraño. Hay dos entradas que tienes que pagar para entrar en el parque. Fui hasta la primera ventana de billetes y nuestras entradas. Luego nos parado por un chico que quiere ser nuestro guía. Él es muy agradable, pero le decimos No. Luego él nos dice que aún tenemos que pagar otra entrada en el siguiente puesto de cajera. En primer lugar, creo que él es si éramos estafadores. Él es justo. no lo entiendo. dijo que es como se paga allí al gobierno federal y se paga allí para el gobierno estatal. Lo que sea. Fui a la próxima cajero, comprado más entrada pases, y nos dirigimos a la puerta de entrada. Efectivamente, había dos arriesgan diferentes de billetes.Sin embargo, cualquiera que sea la tarifa era, valió la pena. La primera cosa que se ve es la gran pirámide y está cubierto por una capa de niebla ligera. Oh my. totalmente mística. Desde allí Caminamos por los jardines en total inspirador. Hicimos un descanso y fuimos al Mayaland hotel para el desayuno. Sé que el nombre suena mal, pero este lugar no es pasatiempo favorito. Los jardines son como viejos Hawaii. Hay bungaloes bajos con techo de paja están ubicados en todo los jardines tropicales. Esta es una visita obligada. El desayuno era magnífico y deliciosa.",casi chichen itza varios ruina maya amigo vivir tulum contento alli inaugurar parque momento perfecto extrano entrada pagar entrar parque primero ventana billete entrada luego parado chico guia agradable luego aun pagar entrada siguiente puesto cajera primero creer si estafador justo entender pagar alli gobierno federal pagar alli gobierno estatal proximo cajero comprar entrada pase dirigir puerta entrada efectivamente arriesgar diferente billete embargo cualquiera tarifa valer pena primero cosa gran piramide cubierto capa niebla ligero oh my totalmente mistico alli caminar jardín total inspirador descanso mayaland desayuno nombre sonar mal pasatiempo favorito jardín viejo hawaii bungaloe bajo techo paja ubicado jardín tropical visita obligado desayuno magnifico delicioso,3
345,"Es un lugar muy agradable de visitar, no recomiendo ir tan tarde porque se llena mucho, pero es un sitio ideal para tomar muchas fotos increíbles. Puedes pasear por allí tranquilamente y si vas el domingo es gratis. Me encantó!!!!!",agradable visitar recomer tarde llenar sitio ideal tomar foto increible pasear alli tranquilamente si domingo gratis encanto,5
346,Lugar bonito e histórico.Muy Recomendable para pasar un día aprendiendo y divirtiéndose.Cerca de la ciudad de Monterrey.,bonito historico recomendable pasar aprender divirtir cerca ciudad monterrey,4
347,"Este es uno de los mejores museos que he visitado ya que el colorido de las obras es increíble, nunca fui gran fan de Botero hasta ahora, es % recomendable ",mejor museo visitar colorido obra increible nunca gran fan botero ahora recomendable,5
