,Unnamed: 0,Review,Class,Conteo,Max,Min,moda,tokens,ClassBestModel
3810,3833,"Esto sería un hotel normalito negocios en otro país, pero es algo extraordinario de la Habana. Los especiales en la decoración de la habitación pero bien suministrado baños de nada están muy bien. Las habitaciones son grandes. Había moho moho en los techos fuera de nuestra habitación en el segundo piso que olía mal y pisos un poco miedo pero superiores no tienen este problema. Piscina de la azotea es genial. El servicio del bar era lento cuando estaba llena de gente. El vestíbulo es un gran escenario. El desayuno era abundante, pero no muy sabrosa; culpar que a las condiciones locales. En general, es una elección segura para la Habana!",4,643,14,1,ser,serio hotel normalito negocio pais ser extraordinario habana especial decoracion habitacion bien suministrado bano bien habitación ser grande haber moho moho techo habitacion segundo piso olear mal piso miedo superior tener problema piscina azotea ser genial servicio bar ser lento lleno gente vestibulo ser gran escenario desayuno ser abundante sabroso culpar condición local general ser eleccion seguro habana,3
6779,6843,"Si bien los MOJITOS son excelentes lo mejor es el ambiente, el decorado que mantiene el sabor de hace mas de cincuenta años. El decorado de sus paredes con fotos, dibujos y firmas de los numerosos personajes que han pasado por allí a lo largo...Más",4,248,11,1,ser,si bien mojito ser excelente mejor ser ambiente decorado mantener sabor hacer mas cincuenta ano decorado pared foto dibujo firma numeroso personaje haber pasar alli largo ma,5
6697,6759,"experiencia unica para transporte para poder visualizar todo medellin, muy confortable, limpio y seguro",5,103,12,1,experiencia,experiencia unico transporte poder visualizar medellin confortable limpio seguro,5
2774,2786,"Vivimos en Progreso y han tomado casi todos los huéspedes de nuestra visita a Chichen Itza durante los últimos  años, ya que es una de las  maravillas del mundo. Por desgracia, las cosas han cambiado tanto que ahora enseñarles Uxmal y algunas de las pequeñas ruinas local (como Dzbilchaltun) que no han sido ""turista-organizado ... "" no sólo puede ya no puedes escalar las pirámides de Chichen, no puedes incluso acercarse a ellos, ya que han sido cordend con plástico amarillo policía cinta. Incluso si se pudiera enfoque, si tienes que luchar su camino a través de los vendedores chachka que ahora cada milímetro cada sendero compitiendo ruidosamente para sus negocios. Una pena, realmente, como solía ser un lugar muy espiritual donde se podía realmente sentir la historia antigua. Ahora, no es nada más que una trampa para turistas. Si sólo se puede experimentar uno sitio Maya, ir a Palenque. todavía es mágico.",2,919,19,1,ser,vivir progreso haber tomar casi huesped visita chichen itza ultimo ano ser maravilla mundo desgracia cosa haber cambiar ahora ensenar uxmal alguno pequeno ruina local dzbilchaltun haber ser turista organizar solo poder poder escalar piramid chichen poder incluso acercar haber ser cordend plastico amarillo policio cinta incluso si poder enfoque si tener luchar camino trave vendedor chachko ahora cada milimetro cada sendero competir ruidosamente negocio pena realmente soliar ser lugar espiritual poder realmente sentir historia antiguo ahora ser mas trampa turista si solo poder experimentar sitio maya ir palenque todavia ser magico,3
7564,7637,"Lindo sitio en el dia... genial en la noche .... buenos restaurantes osbre todo en la Plz, Santo Domingo para cenar al aire libre.",4,130,12,2,lindo,lindo sitio dia genial noche buen restaurante osbre plz santo domingo cenar aire libre,4
6315,6373,"Una excelente atención desde el momento de llegar al hotel hasta la salida.  Los colaboradores siempre buscan el ""cómo sí se puede"" a las peticiones especiales que uno exprese.  Si uno solicita que se solucione alguna situación con la habitación, la respuesta es pronta. ",5,271,13,0,si,excelente atencion momento llegar hotel salida colaborador siempre buscar si poder petición especial expresar si solicitar solucionar alguno situacion habitacion respuesta ser pronto,3
3803,3826,"Las Ruinas de Chichen Itza impactan, además los guias con su explicación detallada hacen que la misma sea mas interesante, les aconsejo salir bien temprano , para llegar al lugar a primera hora , ya que a partir del medidodia el calor es sofocante, dentro del predio hay muchos vendedores de Artesanías y regateando se consiguen muy Buenos precios , para traerse algun recuerdo. Dentro del predio hay un Cenote Sucio que se puede visitar y fotografiar , les adjunto una foto del mismo.Visita super recomendable.",5,511,13,1,mismo,ruina chichen itza impactar ademas guia explicacion detallado hacer mismo ser mas interesante aconsejar salir bien temprano llegar lugar primero hora partir medidodia calor ser sofocante dentro predio haber vendedor artesania regatear conseguir buen precio traer alguno recuerdo dentro predio haber cenote sucio poder visitar fotografiar adjunto foto mismo visita super recomendable,5
7166,7236,"La ubicación del hotel es inmejorable para recorrer la arquitectura de la ciudad. Se está al alcance de todo. No esperaba mucho de los hoteles de esta capital, por que imaginaba la falta de mantenimiento. Este hotel en particular tiene un edificio majestuoso y estimo que en otras épocas fue maravilloso. Le falta mantenimiento. Su personal muy atento, esto salva un poco lo antes dicho. No así su gerente, algo arrogante y despectivo. Estuvimos dos noches, en la segunda nos faltaron toallas de ducha. las cuales tuvimos que pedir y solo nos dieron toallas de mano. Por favor no cambiar en este hotel. Dan mucho menos de lo que corresponde y la targeta para navegar es muy cara ( CUC contra  CUC en Varadero)",3,717,14,1,hotel,ubicacion hotel ser inmejorable recorrer arquitectura ciudad alcance esperar hotel capital imaginar falta mantenimiento hotel particular tener edificio majestuoso epoca ser maravilloso faltar mantenimiento personal atento salvar dicho asi gerente arrogante despectivo dos noche segundo faltar toalla ducha tener pedir solo dar toalla mano favor cambiar hotel dar menos corresponder targeta navegar ser caro cuc cuc varadero,3
2803,2817,"Reserve el hotel, a traves de una agencia de viajes, concretamente RACC, pensando que revisaban los hoteles que seleccionaban y ni mucho menos. Y la penalización por cambiarlo era casi el importe de la reserva, asi que nos toco ir a la aventura. Al ver las opiniones del tripadvisor , al llegar al hotel ya estaba preparada con mis toallas de casa, papel de vater etc. Pero eso no es lo normal al ir de vacaciones. Recomiendo alojarse en una casa , pues el precio es similar. Mi habitación estaba  más o menos limpia, tipo pension barata, pero no un  estrellas, le sobran las . pues la cama era incomodisima, de muelles. El baño estaba medio roto , y recomiendo unas chancletas para ducharse, pues la ducha estaba como con oxido.  Las cucarachas las vi en el pasillo. Los ascensores…",1,785,13,0,ser,reservar hotel trave agencia viaje concretamente racc pensar revisar hotel seleccionar menos penalizacion cambiar ser casi importe reserva asi tocar ir aventura ver opinión tripadvisor llegar hotel preparado toalla casa papel vater etcétera ser normal ir vacaciones recomer alojar casa pues precio ser similar habitacion mas menos limpio tipo pension barato estrella sobrar pues cama ser incomodisimo muelle bano medio roto recomer chancleta duchar pues ducha oxido cucaracha ver pasillo ascensor,2
5483,5529,"Es una plaza al aire libre muy grande para poder pasear con la familia, rodeado por áreas verdes y en el cual se encuentran el Palacio Municipal, museos de Arte Contemporáneo, Metropolitano, de Historia Mexicana y del Noreste. Además la Biblioteca Central y el paseo Santa Lucía del cual vale mucho la pena recorrer para llegar al parque Fundidora. Se encuentran muchos puestos de gente que vende desde juguetes, comida o joyería.",5,430,14,1,encontrar,ser plaza aire libre grande poder pasear familia rodeado area verde encontrar palacio municipal museo arte contemporaneo metropolitano historia mexicano noreste ademo biblioteca central paseo santo lucio valer pena recorrer llegar parque fundidor encontrar puesto gente vender juguete comida joyeria,4
5505,5551,"La atención en el hotel es maravillosa, los shows y las actividades de recreación en la playa son súper geniales y divertidas.   Todo el personal atento y dispuesto, en especial gracias a Hugo Suárez del área de recreación por su atención y por haber planeado la sorpresa de mi cumpleaños en el hotel.  Totalmente recomendado.",5,326,12,0,atencion,atencion hotel ser maravilloso show actividad recreacion playa ser super genial divertido personal atento dispuesto especial gracias hugo suarez area recreacion atencion haber planear sorpresa cumpleanos hotel totalmente recomendado,5
4815,4851,"Era uno de mis restaurants favorito,, ha bajado la calidad de sus alimentos,,, nada que ver con lo que tenian,, se nota la falta de calidad en sus productos actuales,, es la misma carta con ingredientes baratos!! Que mal,, porque su precio es igual y nada que ver vas,, porque sabias que la comida era deliciosa,, ahora deja mucho que desear,,",1,343,12,1,ser,ser restaurants favorito haber bajar calidad alimento ver tener notar falta calidad producto actual ser mismo carta ingrediente barato mal precio ser igual ver ir sabio comida ser delicioso ahora dejar desear,2
1717,1720,"Visité un lunes que fue casual ya que era gratis. La sección prehispánico, que creo que es el mejor- está cerrado por lo menos  meses mientras que ha sido renovado. Uno es capaz de ppek a la entrada, y es una pena que estaba cerrado como parece genial.Me pareció que la sección de plata y el mobiliario no sección interesante y explicaciones que la mayoría eran sólo en español.No lo recomendaría hasta la parte más interesante fue reabierto.",3,444,13,1,ser,visitar lunes ser casual ser gratis seccion prehispanico creer ser mejor cerrado menos mes mientras haber ser renovar ser capaz ppek entrada ser pena cerrado parecer genial eme parecer seccion plata mobiliario seccion interesante explicación mayoria ser solo espanol recomendar parte mas interesante ser reabertir,3
1875,1880,"Asistí a una conferencia que se celebraba en este hotel en Mérida y mi esposa y yo pasamos  noches aquí. La habitación que nos dieron era bastante triste y necesitaba urgentemente una renovación y un pimiento buena limpieza. Sobre el único comentario positivo que puedo hacer es que la habitación tenía WiFi gratis, pero eso es todo. Las ventanas de nuestra ª planta estaban rotas y no cerraban correctamente dejando el  corriendo continua de necesitando C de calor del aire acondicionado que afortunadamente suficiente funcionaba (no por un compañero estaba en otra habitación, pero era muy ruidoso y mantuvo despierto toda la noche. La ducha era miserable y sin presión de agua y moho negro por todas partes. Las mesas, lavabo encimeras y accesorios estaban sucias y parecía que no…",2,788,15,1,ser,asistir conferencia celebrar hotel merida esposa pasar noche aqui habitacion dar ser bastante triste necesitar urgentemente renovacion pimiento buen limpieza unico comentario positivo poder hacer ser habitacion tener wifi gratis ser ventana planta romper cerrar correctamente dejar correr continuo necesitar c calor aire acondicionado afortunadamente suficiente funcionar companero habitacion ser ruidoso mantener despierto noche ducha ser miserable presion agua moho negro parte mesa lavabo encimero accesorio sucio parecer,2
